section_url,section_id,section_name,tag_name,tag_id,tag_url
https://dxy.com/diseases/6948,6948,儿科,婴儿湿疹,839,
https://dxy.com/diseases/6948,6948,儿科,小儿鼻炎,7145,
https://dxy.com/diseases/6948,6948,儿科,新生儿黄疸,6653,
https://dxy.com/diseases/6948,6948,儿科,小儿腹泻,7189,
https://dxy.com/diseases/6948,6948,儿科,新生儿肺炎,6971,
https://dxy.com/diseases/6948,6948,儿科,鼻炎,1999,
https://dxy.com/diseases/6948,6948,儿科,手足口病,8363,
https://dxy.com/diseases/6948,6948,儿科,痱子,234,
https://dxy.com/diseases/6948,6948,儿科,抽动障碍,3369,
https://dxy.com/diseases/6948,6948,儿科,电解质紊乱,24803,
https://dxy.com/diseases/6948,6948,儿科,发热,9784,
https://dxy.com/diseases/6948,6948,儿科,贫血,2455,
https://dxy.com/diseases/6948,6948,儿科,先天性心脏病,6275,
https://dxy.com/diseases/2781,2781,妇产科,阴道炎,3159,
https://dxy.com/diseases/2781,2781,妇产科,多囊卵巢综合征,2800,
https://dxy.com/diseases/2781,2781,妇产科,宫颈癌,3230,
https://dxy.com/diseases/2781,2781,妇产科,HPV感染,3175,
https://dxy.com/diseases/2781,2781,妇产科,月经失调,30,
https://dxy.com/diseases/2781,2781,妇产科,生殖器疱疹,537,
https://dxy.com/diseases/2781,2781,妇产科,子宫肌瘤,3264,
https://dxy.com/diseases/2781,2781,妇产科,卵巢癌,2786,
https://dxy.com/diseases/2781,2781,妇产科,癌前病变,25863,
https://dxy.com/diseases/2781,2781,妇产科,不孕症,9628,
https://dxy.com/diseases/2781,2781,妇产科,性高潮障碍,3305,
https://dxy.com/diseases/25431,25431,生殖 遗传,先兆流产,2872,
https://dxy.com/diseases/25431,25431,生殖 遗传,妊娠期糖尿病,2873,
https://dxy.com/diseases/25431,25431,生殖 遗传,羊水过少,29785,
https://dxy.com/diseases/25431,25431,生殖 遗传,不孕症,9628,
https://dxy.com/diseases/25431,25431,生殖 遗传,早期妊娠,10472,
https://dxy.com/diseases/25431,25431,生殖 遗传,异位妊娠,2866,
https://dxy.com/diseases/25431,25431,生殖 遗传,生化妊娠,21774,
https://dxy.com/diseases/25431,25431,生殖 遗传,妊娠剧吐,2998,
https://dxy.com/diseases/25431,25431,生殖 遗传,自然流产,2868,
https://dxy.com/diseases/25431,25431,生殖 遗传,高龄产妇,23472,
https://dxy.com/diseases/751,751,皮肤科,湿疹,25472,
https://dxy.com/diseases/751,751,皮肤科,痤疮,732,
https://dxy.com/diseases/751,751,皮肤科,汗疱疹,856,
https://dxy.com/diseases/751,751,皮肤科,荨麻疹,877,
https://dxy.com/diseases/751,751,皮肤科,尖锐湿疣,495,
https://dxy.com/diseases/751,751,皮肤科,带状疱疹,779,
https://dxy.com/diseases/751,751,皮肤科,足癣,1457,
https://dxy.com/diseases/751,751,皮肤科,瘢痕,6097,
https://dxy.com/diseases/751,751,皮肤科,瘢痕疙瘩,932,
https://dxy.com/diseases/751,751,皮肤科,包皮龟头炎,744,
https://dxy.com/diseases/751,751,皮肤科,表皮囊肿,906,
https://dxy.com/diseases/751,751,皮肤科,扁平疣,780,
https://dxy.com/diseases/751,751,皮肤科,传染性软疣,783,
https://dxy.com/diseases/751,751,皮肤科,传染性湿疹样皮炎,24740,
https://dxy.com/diseases/751,751,皮肤科,唇炎,738,
https://dxy.com/diseases/751,751,皮肤科,带状疱疹后神经痛,9211,
https://dxy.com/diseases/751,751,皮肤科,痱子,234,
https://dxy.com/diseases/751,751,皮肤科,黑色素瘤,1000,
https://dxy.com/diseases/751,751,皮肤科,甲沟炎,589,
https://dxy.com/diseases/751,751,皮肤科,结节性痒疹,850,
https://dxy.com/diseases/751,751,皮肤科,皮赘,30032,
https://dxy.com/diseases/751,751,皮肤科,色素痣,945,
https://dxy.com/diseases/751,751,皮肤科,生殖器疱疹,537,
https://dxy.com/diseases/751,751,皮肤科,烫伤,1005,
https://dxy.com/diseases/751,751,皮肤科,婴儿湿疹,839,
https://dxy.com/diseases/751,751,皮肤科,跖疣,1446,
https://dxy.com/diseases/6785,6785,内分泌科,痛风,1528,
https://dxy.com/diseases/6785,6785,内分泌科,糖尿病,6806,
https://dxy.com/diseases/6785,6785,内分泌科,肥胖症,6832,
https://dxy.com/diseases/6785,6785,内分泌科,甲状腺功能亢进症,1857,
https://dxy.com/diseases/6785,6785,内分泌科,甲状腺功能减退症,6876,
https://dxy.com/diseases/6785,6785,内分泌科,甲状腺结节,5397,
